numero_faq;problema;solucao;categoria_faq;;;;;
6800329;CONTATOS DAS ASSOCIAÇÕES;"Associação Brasileira de Criadores de Bovinos da Raça Holandesa 
Endereço: Rua Professor Francisco Dranka, 608, sl 01  
Bairro Orleans -  Curitiba/PR 
CEP: 81.200-404  
Superintendente: Bruna Maldaner Schiefelbein 
E-mail: bruna@gadoholandes.com.br 
 
Associação dos Criadores de Gado Jersey do Brasil 
Endereço: Avenida Francisco Matarazzo, 455. Parque da Água Branca  
São Paulo/SP 
CEP: 05031-900 
Superintendente: Cristiano Nogueira de Campos 
E-mails: cristianocampos@terra.com.br; contato@gadojerseybr.com.br 
 
Associação Brasileira dos Criadores de Suínos 
Endereço: Rua Dinarte Vasconcelos nº 40 - Caixa Postal 105 
Estrela/RS 
CEP: 95880-000 
Superintendente: Valmir Costa da Rosa 
E-mail: abcs@abcs.com.br 
 
Associação Brasileira de Gado Pardo-Suiço 
Endereço: Avenida Francisco Matarazzo, 455 Casa do Fazendeiro - Sala 27 Parque da Água Branca  
São Paulo-SP 
CEP 05001-900 
Superintendente: Fernando da Rocha Kaiser 
E-mail: superintendencia@pardo-suico.com.br 
 
Associação Brasileira dos Criadores de Zebu 
Endereço: Praça Vicentino Rodrigues da Cunha, 110. Parque Fernando Costa 
Uberaba/MG 
CEP: 38.022-330  
Superintendente: Luiz Antonio Joshakian 
E-mail: abczsut@abcz.org.br 
 
Associação Brasileira de Criadores de Ovinos 
Endereço: Avenida 7 de Setembro, 1159 Caixa Postal 145 
Bagé/RS 
CEP:96400-970  
Superintendente: Edemundo Gressler 
E-mail: superintendencia@arcoovinos.com.br 
 
Associação Brasileira de Santa Gertrudis 
Endereço: Avenida Francisco Matarazzo, 455. Casa do Fazendeiro. Sala 26. Parque da Água Branca  
São Paulo/SP 
CEP 05001-900 
Superintendente: Jose Arnaldo Amstalden 
E-mail: lourdes@santagertrudis.com.br  
 
Associação Brasileira dos Criadores de Búfalos 
Endereço: Av. Francisco Matarazzo, 455 
São Paulo/SP 
CEP: 05001-900 
Superintendente: José Fernando Simplício de Oliveira 
E-mail: simpliciobr@hotmail.com; bufalo@bufalo.com.br 
 
Associação Brasileira de Cavalos de Corrida 
Endereço: Avenida Linneo de Paula Machado, 543 Jardim Everest 
São Paulo/SP 
CEP:05601-001 
Superintendente: Jorge Ricardo de Oliveira  
E-mail: jorge@studbook.com.br 
 
Associação Brasileira de Criadores da Raça Simental 
Endereço: Rua Mário Romanelli, 57, Gilberto Machado 
Cachoeiro de Itapemirim/ES 
CEP:29.303-260 
Superintendente: José Carlos de Souza Passon 
E-mail: simental@simentalsimbrasil.org.br; contato@simentalsimbrasil.org.br 
 
Associação Nacional de Criadores de Herd Book Collares 
Endereço: Rua Anchieta, 2043 - Centro 
Pelotas/RS 
CEP 96015-420 
Superintendente: Silvia Freitas de Freitas 
E-mail: silvia@herdbook.org.br 
 
Associação Brasileira de Criadores de Cavalos da Raça Mangalarga 
Endereço: Av. Francisco Matarazzo, 455 – Pav.4 “Dr. Fausto Simões”   
São Paulo/SP  
CEP. 05001-300 
Superintendente: Jayme Ignácio Rehder Neto 
E-mail: jayme.rehder@cavalomangalarga.com.br 
 
Associação Brasileira de Criadores de Charolês 
Endereço: Parque de Exposições Assis Brasil. Pavilhão do Gado de Corte BR116 - Km13  
Esteio/RS 
CEP 93270-710  
Superintendente: Silva Freitas de Freitas 
E-mail: charoles@charoles.org.br  
 
Associação Brasileira de Criadores de Cavalo Pantaneiro 
Endereço: Avenida Joaquim Murtinho, 1070 - Centro 
Poconé/MT 
CEP: 78175-000  
Superintendente: Daniel Gomes da Silva 
E-mail: abccp@brturbo.com.br 
 
Associação Brasileira de Criadores de Cavalos Quarto de Milha 
Endereço: Rua D.Germaine Burchard, 355. Parque Água Branca 
São Paulo/SP 
CEP:05002-061  
Superintendente: Daniel Lekevicius Costardi 
E-mail: ana.prandini@abqm.com.br 
 
Associação Bras. de Criadores de Cavalo Árabe 
Endereço: Avenida Francisco Matarazzo, 455 Pavilhão 11 Parque da Água Branca 
São Paulo/SP 
CEP: 05001-900 
Superintendente: Cristina Piazza Treu 
E-mail: cristina@abcca.com.br 
 
Associação Brasileira dos Criadores de Cavalo Mangalarga Marchador 
Endereço: Avenida Amazonas, 6020. Parque de Exposição Bolívar de Andrade - Gameleira  
Belo Horizonte/MG 
CEP: 30510-000 
Superintendente: Henrique Melo Machado 
E-mail: henrique@abccmm.org.br; abccmm@abccmm.org.br 
 
Associação Brasileira de Criadores de Cavalo Campolina 
Endereço: Av. Amazonas, 6020 - Parque da Gameleira  
Belo Horizonte/MG 
CEP: 30.510-000  
E-mail: alessandra@campolina.org.br 
 
Associação Brasileira dos Criadores de Jumento Pêga 
Endereço: Avenida Amazonas, 6020 Gameleira  
Belo Horizonte/MG 
CEP: 30.510-000  
Superintendente: José Maurilio de Oliveira 
E-mail: abcjpega@abcjpega.com.br 
 
Associação Brasileira de Criadores de Cavalo Crioulo 
Endereço: Avenida Fernando Osorio, 1754 - A. Caixa Postal 571 - Três Vendas 
Pelotas/RS 
CEP: 96055-030 
Superintendente: Frederico Vieira Araújo 
E-mail: superintendente@abccc.com.br; abccc@abccc.com.br  
 
Associação Brasileira de Criadores de Bovinos da Raça Canchim 
Endereço: Avenida Francisco Matarazzo, 455 Parque da Água Branca 
São Paulo/SP 
CEP 05001-900 
Superintendente: Lourenço Dino Burigo 
E-mail: lourencotab@hotmail.com; tatiana@canchim.com.br 
 
Associação Brasileira de Criadores Marchigiana 
Endereço: Av. Francisco Matarazzo, 455 - Água Branca 
São Paulo/SP 
CEP: 05001-900 
Superintendente: Roberto Vilhena Vieira 
E-mail: roberto.vilhena@terra.com.br; march@marchigiana.org.br; lucimara@marchigiana.org.br 
 
Associação Brasileira dos Criadores de Cavalo Pônei 
Endereço: Avenida Amazonas, 6020 - Parque da Gameleira 
Belo Horizonte/MG 
CEP: 30510-000 
Superintendente: Murilo Sergio Gomes Torres 
E-mail: ponei@ponei.org.br; srg@ponei.org.br  
 
Associação Brasileira de Criadores de Cavalos Nordestinos 
Em processo de fechamento 
 
Associação Brasileira de Criadores de Chinchila Lanígera 
Em processo de fechamento 
 
Associação Brasileira de Criadores de Bovinos Pitangueiras 
Em processo de fechamento 
 
Associação Brasileira de Criadores de Caprinos 
Endereço: Av. Joaquim Nabuco, 330, loja 10, Caixa Postal 7636 - Graças  
Recife/PE 
CEP: 52.011-970  
Superintendente: Felipe Ferreira Adelino de Lima 
E-mail: abccaprinos@hotmail.com 
 
Associação Brasileira de Criadores do Cavalo de Hipismo 
Endereço: Avenida Francisco Matarazzo, 455 Prédio do Fazendeiro sala 16. Parque da Água Branca  
São Paulo/SP 
CEP: 05001-900  
Superintendente: Henrique Fonseca de Moraes Junior 
E-mail: juliana@brasileirodehipismo.com.br; abcch@brasileirodehipismo.com.br 
 
Associação Brasileira de Criadores de Cavalo Appaloosa 
Endereço: Avenida Francisco Matarazzo, 455, prédio do fazendeiro, 1º andar, sala 11- Parque da Água Branca  
São Paulo/SP 
CEP: 05001-900  
Superintendente: Valéria Ramos Antunes Martins 
E-mail: appaloosa@appaloosa.com.br; studbook@appaloosa.com.br 
 
Associação Brasileira Brangus 
Endereço: Rua Piratininga, 908 - Jardim dos Estados  
Campo Grande/MS 
CEP: 79020-240  
Superintendente: Renata Pereira 
E-mail: renata@brangus.org.br 
 
Associação Brasileira dos Criadores de cavalo da Raça Marajoara 
Em processo de fechamento 
 
Associação Brasileira de Criadores de Caracu 
Endereço: Rua Padre Aquiles Saporiti , nº 1220. Cx. P. 162  
Palmas/PR 
CEP: 85555-000  
Superintendente: José Luiz Strapasson 
E-mail: srg@abccaracu.com.br 
 
Associação Brasileira dos Criadores de Cavalo Campeiro 
Endereço: Avenida Lions, Parque de Exposições ""Pouso do Tropeiro""  
Curitibanos/SC 
CEP: 89.520-000  
 
Associação Brasileira de Criadores de Cavalo Bretão 
Endereço: Rua Osvaldo Cruz, 267 Centro  
Amparo/SP 
CEP: 13800-010  
Superintendente: Susana Reinhardt Cintra 
E-mail: susana@cavalo-bretao.com.br 
 
Associação Brasileira dos Criadores de Cavalo Trotador 
Endereço: Praça dos Trotadores, 01 Vila Guilherme  
São Paulo/SP 
CEP: 02000-000  
Superintendente: Guilherme Lopes da Silva 
E-mail: abcctrotador@hotmail.com; guizaum_lopes@hotmail.com 
 
Associação Brasileira de Criadores de Cavalo Paint 
Endereço: Av. Comendador José da Silva Martha, 36-01  
Bauru - SP 
CEP:17053-340  
Superintendente: Emilio Benedito Santon 
E-mail: abcpaint@abcpaint.com.br; emilio@harasfanton.com.br 
 
Associação Brasileira dos Criadores Limousin 
Endereço: Av. Tiradentes, 6275 Pq. De Exposições Governador Ney Braga  
Londrina/PR 
CEP: 86072-000 
Superintendente: Pedro Nunes 
E-mail: pedronunes@limousin.com.br 
 
Associação Brasileira de Cavalo de Puro Sangue Lusitano 
Endereço: Rua General Jardim, 618 Cj. 62 
São Paulo/SP 
CEP: 01223-010 
Superintendente: Orpheu de Souza Ávila Junior 
E-mail: superintendente@associacaolusitano.com.br 
 
Associação Brasileira dos Criadores de Puruca 
Em processo de fechamento 
 
Associação Brasileira dos Criadores de Girolando 
Endereço: Rua Orlando Vieira do Nascimento nº 74, Vila São Cristóvão  
Uberaba / MG 
CEP: 38040-280 
Superintendente: Leandro de Carvalho Paiva 
E-mail: sup.tecnico@girolando.com.br; girolando@girolando.com.br 
 
Associação Brasileira de Criadores de Bonsmara 
Endereço: Av. Cel. José Soares Marcondes, 871-5º andar Conj. 52   
Bairro Bosque. Presidente Prudente/SP 
CEP: 19010-080 
Superintendente: Mônica Tavares Campos 
E-mail: bonsmara@bonsmara.org.br 
 
Associação Brasileira de Criadores de Bovino da Raça Wagyu 
Endereço: Estrada Bragança/Amparo, Km 7. Caixa Postal 162 
Bragança Paulista/SP 
CEP: 12914-970 
Superintendente: Rogério Satoru Uenishi 
E-mail: abcwagyu@hotmail.com; abcwagyu@gmail.com; wagyubrasil@gmail.com 
 
Associação Brasileira de Criadores de Bovinos Senepol 
Endereço: Rua Tupaciguara, 296, Aparecida 
Uberlândia / MG 
CEP: 38400- 618 
Superintendente: Celso Ribeiro Angelo de Menezes 
E-mail: senepol@senepol.org.br 
 
Associação Brasileira de Hereford e Braford 
Endereço: Avenida General Osório, 1094 Caixa Postal 483 
Bagé/RS 
CEP 96400-100 
Superintendente: Zilah M. G. Cheuiche 
E-mail: sup.hereford@braford.com.br 
 
Associação Brasileira de Criadores de Bovinos da Raça Crioula Lageana 
Endereço: Rua Presidente Nereu Ramos, 73 - sala 2 - 9º andar   
Lages/SC 
CEP: 88.502-901 
Superintendente: Edison Martins 
E-mail: abccl@abccl.org.br 
 
Associação Brasileira dos Criadores de Bovinos Curraleiro Pé Duro 
Endereço: Rua Governador Arthur de Vasconcelos, 150 Norte - Sala 206 - Ed. Milé  
Teresina/PI 
CEP: 64000-450 
Superintendente: Ruy Alves de Lobão Veras Júnior 
E-mail: ruylobaojr@gmail.com 
 
Associação dos Criadores de Bovino Purunã 
Endereço: Avenida Euzébio de Queiroz s/n . 
Ponta Grossa/PR 
CEP: 84001- 970  
Superintendente: José Luís Moletta 
E-mail: danielperotto@gmail.com 
 
Associação Brasileira de Angus (SRG da raça Ultrablack) 
Endereço: Largo Visconde de Cairú 10 Conj. 901, 902 e 903 - Centro  
Porto Alegre/RS 
CEP: 90030-110  
Superintendente: Fábio Schuler Medeiros 
E-mail: carne@angus.org.br 
 
 ";OUTROS ORGAOS-ASSOCIACOES;;;;;
6800331;DADOS ESTATÍSTICOS BRASILEIROS ;" Estatística   
  
 Como obter Dados Estatísticos da Agricultura Brasileira   
  
Os dados estatísticos, no Portal do MAPA, estão divididos por área, logo, para ter acesso a dados sobre produtos veterinários, por exemplo, deverá clicar na opção insumos agropecuários no Menu Assuntos, selecionar a opção insumos pecuários, clicar na opção produtos veterinários, e posteriormente em “Estatísticas”. O mesmo acontece para dados estatísticos da Política Agrícola, Internacional (Comércio Exterior) e assim por diante. 
Dados estatísticos dos rebanhos e de produção (área animal), estão disponíveis no site do Instituto Brasileiro de Geografia e Estatística (IBGE): <a href=""http://www.ibge.gov.br"">http://www.ibge.gov.br</a>. 
  
Observação: 
  
O sítio do MAPA está em processo de reformulação. Portanto, algumas informações podem ainda não estar disponíveis para consulta, nestes casos, encaminhar demanda para o 2º nível para a verificação da informação estatística solicitada. 
 ";COMERCIO E SERVICOS-ESTATISTICA;;;;;
6800334;CREDITO RURAL;"<p style=""text-align:justify"">O Crédito Rural abrange recursos destinados a custeio, investimento ou comercialização. As suas regras, finalidades e condições estão estabelecidas no Manual de Crédito Rural (MCR), elaborado pelo Banco Central do Brasil. Essas normas são seguidas por todos os agentes que compõem o Sistema Nacional de Crédito Rural (SNCR), como bancos e cooperativas de crédito. 

<p style=""text-align:justify"">Os  créditos de custeio  ficam disponíveis quando os recursos se destinam a cobrir despesas habituais dos ciclos produtivos, da compra de insumos à fase de colheita. Já os  créditos de investimento  são aplicados em bens ou serviços duráveis, cujos benefícios repercutem durante muitos anos. Por fim, os  créditos de comercialização  asseguram ao produtor rural e a suas cooperativas os recursos necessários à adoção de mecanismos que garantam o abastecimento e levem o armazenamento da colheita nos períodos de queda de preços. 

<p style=""text-align:justify"">O produtor pode pleitear as três modalidades de crédito rural como pessoa física ou jurídica. As cooperativas rurais são também beneficiárias naturais do sistema. 

<p style=""text-align:justify"">Ano a ano, o governo Federal tem alocado cada vez mais recursos para o crédito rural. A maior parte do dinheiro destina-se a créditos de custeio para cobrir os gastos rotineiros com as atividades no campo. Esse dinheiro é tomado diretamente nos bancos ou por meio das cooperativas de crédito. 

<p style=""text-align:justify"">A oferta de linhas de créditos para investimentos conta com recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) e dos <a href=""http://www.mi.gov.br/web/guest/fundos-e-incentivos-fiscais"" target=""_blank"" title="""">Fundos Constitucionais</a> de Financiamento do Centro-Oeste, Norte e Nordeste, conhecidos, pela ordem, como FCO, FNO e FNE. 

<p style=""text-align:justify"">A Secretaria Política Agrícola (SPA) realiza o acompanhamento da evolução das contratações de crédito rural  ao longo do ano agrícola, de julho a junho, e divulga, mensalmente, informações sobre o  desempenho do crédito rural.   
 
Segue o link para verificar o desempenho do crédito rural:  
<a href=""https://www3.bcb.gov.br/mcr"">http://www.agricultura.gov.br/assuntos/politica-agricola/credito-rural</a> 
 
<a href=""https://www3.bcb.gov.br/mcr"">https://www3.bcb.gov.br/mcr</a> 
  ";POLITICA AGRICOLA-CREDITO RURAL;;;;;
6800335;ECONOMIA AGRICOLA;Aborda assuntos macroeconômicos relacionados ao agronegócio, mercado de insumos e máquinas, além de temas relacionados a financiamento rural.;POLITICA AGRICOLA-ECONOMIA AGRICOLA;;;;;
6800336;ESTATÍSTICAS DA ECONOMIA;Segue o link para consultar as publicações mensais sobre estatísticas e dados básicos de economia agrícola: http://www.agricultura.gov.br/assuntos/politica-agricola/todas-publicacoes-de-politica-agricola/estatisticas-e-dados-basicos-de-economia-agricola;POLITICA AGRICOLA-ECONOMIA AGRICOLA;;;;;
6800337;CFO / CFOC;"A Instrução Normativa nº 55, de 4 de Dezembro de 2007, aprova a norma técnica para a utilização do Certificado Fitossanitário de Origem - CFO e do Certificado Fitossanitário de Origem Consolidado - CFOC, conforme o Anexo I. 
 
Para verificar a relação de profissionais aptos a ministrar curso específicos das pragas para habilitação de responsáveis técnicos para emissão CFO/CFOC, solicitamos: 
 
1. Acessar o endereço eletrônico: www.agricultura.gov.br 
2. No Menu Assuntos clique em: Saúde Animal e Sanidade Vegetal 
3. Selecione a opção: Sanidade Vegetal 
4. No sub menu de Sanidade Vegetal listado do lado esquerdo da tela clique em: Cadastro Nacional de Instrutores 
 ";DEFESA E SEGURANCA-DEFESA VEGETAL-DOENCA DE PLANTA, PRAGA VEGETAL E ERVA DANINHA;;;;;
6800338;DOENÇAS NAS LAVOURAS;"O Ministério da Agricultura desenvolve programas para a prevenção e controle de pragas com o objetivo de erradicar, controlar e evitar a disseminação de doenças que atacam as lavouras. São essas precauções e medidas que tornam a produção vegetal competitiva, tanto no mercado interno, quanto no externo. 
  
Para acessar a lista completa de pragas, solicitamos: 
  
1. Acessar o endereço eletrônico: http://www.agricultura.gov.br 
2. No Menu Assuntos clique em: Saúde Animal e Sanidade Vegetal 
3. Selecione a opção: Sanidade Vegetal 
4. No sub menu de Sanidade Vegetal listado do lado esquerdo da tela clique em: Prevenção e Controle de Pragas 
 ";DEFESA E SEGURANCA-DEFESA VEGETAL-DOENCA DE PLANTA, PRAGA VEGETAL E ERVA DANINHA;;;;;
6800339;PRAGAS QUARENTENÁRIAS;" Lista de Pragas Quarentenárias   
  
A lista de pragas quarentenárias pode ser encontrada na Instrução Normativa N° 41/2008 que altera a Instrução Normativa N° 52 de 20 de Novembro de 2007. 
  
A Legislação estabelece a lista de pragas quarentenárias ausentes (A1) e de pragas quarentenárias presentes (A2) para o Brasil e aprovar os procedimentos para as suas atualizações. 
  
Para visualizar a legislação do Ministério da Agricultura, Pecuária e Abastecimento, sugerimos: 
  
1. Acessar o site http://www.agricultura.gov.br; 
2. No Menu Assuntos clique em: Saúde Animal e Sanidade Vegetal 
3. Selecione a opção: Sanidade Vegetal 
4. No sub menu de Sanidade Vegetal listado do lado esquerdo da tela clique em: Quarentena &gt; Arquivos Quarentena &gt; 
5. Selecione a Lista de pragas quarentenárias ausentes e presentes 
 ";DEFESA E SEGURANCA-DEFESA VEGETAL-DOENCA DE PLANTA, PRAGA VEGETAL E ERVA DANINHA;;;;;
6800340;MOSCA DA CARAMBOLA;"Anteriormente conhecida como pertencente ao complexo Bactrocera dorsalis, foi renomeada por Dew &amp; Hancock como Bactrocera carambolae. Introduzida no continente americano em 1975, provavelmente oriunda de vôos entre a Indonésia e o Suriname, passou em 1989, para a Guiana Francesa e em 1996, para o município do Oiapoque no Estado do Amapá, Brasil. 
Para acessar a Avaliação de Atrativos para o monitoramento da mosca-da-carambola: 
  
1- Acesse o site: http://www.agricultura.gov.br; 
2-No Menu Assuntos, clique em: Câmaras Setoriais e Temáticas; 
3-Selecione a opção Câmaras Setoriais; 
4- Selecione a opção: Fruticultura; 
5- Dentre as opções, clique no link: Mosca da Carambola 
 ";DEFESA E SEGURANCA-DEFESA VEGETAL-DOENCA DE PLANTA, PRAGA VEGETAL E ERVA DANINHA;;;;;
6800341;OBJETIVO DA ASSOCIAÇÃO AGRICOLA ;"É uma sociedade civil de direito privado com organização para fins não econômicos, criada com objetivo de integrar esforços e ações dos agricultores familiares em benefício da melhoria da sua produção e da própria comunidade onde vivem. 
 ";ORGANIZACAO AGRARIA-ORGANIZACAO AGRARIA-ASSOCIACAO AGRICOLA;;;;;
1000399;PRODUÇÃO  DE SEMENTES / EXPORTAÇÃO;"<h4> Descrição e finalidade </h4>

  
Credenciamento da produção de sementes para exportação, segundo as regras de certificação da Organização para a Cooperação e Desenvolvimento Econômico (OCDE). 

<h4> 
  Meios de acesso ao serviço e procedimentos  </h4>

  
O cidadão pode acessar o endereço eletrônico<a href=""http://sistemasweb.agricultura.gov.br/sislegis/loginAction.do?method=exibirTela"" target=""_blank"">http://sistemasweb.agricultura.gov.br/sislegis/loginAction.do?method=exibirTela</a> e escolher a opção “Módulo do Cidadão Acesso Livre” para obter o formulário de solicitação e os documentos exigidos para Produção de Sementes Certificadas sob Esquema OCDE constantes na Instrução Normativa nº 03, de 03/04/2001. 

 A Solicitação para Produção de Sementes Certificadas sob Esquema OCDE pode ser entregue ao Protocolo Geral do Ministério da Agricultura, Pecuária e Abastecimento (Mapa) localizado na Esplanada dos Ministérios, Bloco D, Edifício Sede, Térreo, em Brasília/DF, CEP 70043-900. 

 Horário de atendimento presencial de segunda a sexta-feira, das 8h às 18h.Telefones: (61) 3218-2001 / 2002. 

 A documentação entregue ao Protocolo Geral será encaminhada à Coordenação de Sementes e Mudas (CSM) do Departamento de Fiscalização de Insumos Agrícolas (DFIA) da Secretaria de Defesa Agropecuária (SDA). 

 Outra opção é entregar o formulário de Solicitação para Produção de Sementes Certificadas sob Esquema OCDE no protocolo da Superintendência Federal de Agricultura, Pecuária e Abastecimento (SFA) do Estado ou do Distrito Federal para ser encaminhado ao Serviço de Fiscalização Agrícola da Superintendência e posteriormente encaminhado à CSM. 

 O endereço, telefone, fax e e-mail das Superintendências Federais de Agricultura, Pecuária e Abastecimento (SFA) estão relacionados ao final desta Carta de Serviços. 

<h4> 
  Compromisso  </h4>

  
O Certificado para Produção de Sementes sob o Esquema OCDE será emitido após a vistoria dos campos de produção em um prazo que dependerá do ciclo de cada cultura avaliada. 

   

 E-mail: csm@agricultura.gov.br ";PRODUCAO ANIMAL E VEGETAL-PRODUCAO VEGETAL-PRODUCAO DE SEMENTES E MUDAS-CERTIFICACAO DE SEMENTES;;;;;
1000400;PRODUÇÃO VEGETAL / EXPORTAÇÃO;" Origem Vegetal 
 
A exportação de produtos de origem vegetal depende de registro do estabelecimento no Ministério da Agricultura, responsável pela fiscalização e inspeção das normas sanitárias, técnicas e legais das instalações e processo de produção. 
A obrigatoriedade do registro amplia o gerenciamento, a fiscalização e o controle do comércio exportador do setor agrícola, preservando a sanidade vegetal do País. 
 
As normas e orientações para o registro estão disponíveis no site do MAPA, para tanto, solicitamos seguir os passos abaixo: 
 
1. Acessar o site <a href=""http://www.agricultura.gov.br/"" target=""_blank"" title=""http://www.agricultura.gov.br"">www.agricultura.gov.br</a> 
2. No menu Assuntos, clicar em Importação e Exportação 
3. Selecionar a opção Exportação 
4. Selecionar a opção Quero bebidas e alimentos de origem Vegetal 
 
Nesta página poderá consultar a relação dos estabelecimentos cadastrados no sistema SICASQ. 
 
Para solicitar esclarecimentos e procedimentos para cadastro, registrar a demanda e encaminhar para o Nível 2 de atendimento. 
 
Origem Animal 
 
Todos os estabelecimentos interessados em realizar Comércio Internacional - EXPORTAÇÃO devem solicitar ao Serviço de Inspeção Federal (SIF) os requisitos sanitários exigidos pelo mercado pretendido. Após parecer favorável do SIF, todos os documentos necessários deverão ser encaminhados para o SISA/SIFISA/SIPOA da SFA do Estado onde se encontra o estabelecimento. 
 
Para solicitar maiores esclarecimentos, deverá contactar a Superintendência Federal da Agricultura de seu estado. 
 
<a href=""http://www.agricultura.gov.br/sfa"" target=""_blank"" title=""http://www.agricultura.gov.br/sfa"">http://www.agricultura.gov.br/sfa</a> ";PRODUTOS E SERVICOS-REGISTRO COMERCIAL-REGISTRO COMERCIAL;;;;;
1000401;OBJETIVO DA VIGIAGRO;"<h1><span style=""font-size:12px"">O desembarque de qualquer produto de origem animal e vegetal no Brasil depende de prévia autorização do Ministério da Agricultura.</span></h1>
O VIGIAGRO é responsável pela verificação das restrições sanitárias do país de origem para ingresso dos produtos. 
Para tanto é necessário o registro de estabelecimento importador bem como o registro do produto. 
 
Para os produtos de origem animal siga os passos: 
 
Acessar o site <a href=""http://www.agricultura.gov.br/"" target=""_blank"" title=""http://www.agricultura.gov.br"">www.agricultura.gov.br</a> 
No menu Assuntos, clicar em Importação e Exportação 
Selecionar a opção Importação 
Selecionar a opção Alerta de importação 
 
Nesta página constam as informações referente ao registro de estabelecimentos importadores. Para maiores esclarecimentos contactar uma unidade da Vigiagro (nesta mesma página encontra-se lista das unidades da Vigiagro). 
 
Para os produtos de origem vegetal siga os passos: 
 
Acessar o site <a href=""http://www.agricultura.gov.br/"" target=""_blank"" title=""http://www.agricultura.gov.br"">www.agricultura.gov.br</a> 
No menu Assuntos, clicar em Importação e Exportação 
Selecionar a opção Importação 
Selecionar a opção Bebidas e produtos de origem vegetal 
Selecionar a opção Atente para as regras de importação de produtos de origem vegetal. Leia Mais. 
 
Nesta página constam as informações referente ao registro de estabelecimentos importadores. Maiores esclarecimentos encaminhar demanda para o nível 2 de atendimento. 
 ";PRODUTOS E SERVICOS-REGISTRO COMERCIAL;;;;;
1000402;REGISTROS DE PRODUTOS  SIF / AUP;" Instrução Normativa nº 8 de 16/01/2002. foi revogada pela Instrução Normativa n° 49, de 14/09/2006. A Autorização de Uso de Produto não é mais solicitada pelo Mapa, portanto, a entrada de produtos em estabelecimento sob SIF será feita com a notificação do responsável conforme a IN 49/2006 e o registro destes produtos, ficarão à critério da vigilância sanitária. 
  
AUP (Autorização do Uso de Produto): Autorização que era dada pelo MAPA para a utilização de produtos nos estabelecimentos sob sua inspeção. Exemplo: desinfetantes, detergentes, embalagens, lubrificantes, sabão, tintas e outros usados nos equipamentos ou no processo produtivo dos estabelecimentos sob SIF. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000403;INSPEÇÃO SANITÁRIA DE PRODUTOS DE ORIGEM ANIMAL;" A inspeção sanitária de produtos de origem animal pode ser municipal (SIM), distrital (SID), estadual (SIE) e federal (SIF) e não são articulados entre si. 
  
 SIM  - Sistema de Inspeção Municipal - os produtos elaborados podem ser comercializados somente no município. 
  
 SID  - Sistema de Inspeção Distrital - os produtos podem ser comercializados somente dentro do Distrito Federal. 
  
 SIE  - Sistema de Inspeção Estadual - os produtos podem ser comercializados nos diversos municípios dentro do Estado. 
  
 SIF  - Sistema de Inspeção Federal - os produtos podem ser comercializados em todo o território nacional e, dependendo das condições do estabelecimento, e determinações do Ministério, também exportar seus produtos. 
  
Para empresas/pessoas que querem obter o SIM, devem entrar em contato com a Secretaria de Agricultura do estado. 
  
Para as empresas/pessoas que querem obter o SID, deverá entrar em contato com a Diretoria de Inspeção de Produtos de Origem Vegetal e Animal - DIPOVA/ SID, que fica na Secretaria de Agricultura, através dos contatos: 
  
Telefone: (61) 3349 4103 ou (61) 3349-6803 
  
Email: <a href=""mailto:dipova@seagri.df.gov.br"" target=""_blank"">dipova@seagri.df.gov.br</a> ou <a href=""mailto:dipova.gdf@gmail.com"" target=""_blank"">dipova.gdf@gmail.com</a> 
  
Para as empresas que pretendem exportar seus produtos de origem animal, ter o SIF é condição sine qua non, ou seja, indispensável. Não pode existir duplicidade de registro, ou seja, quem tem SIF não precisa e não pode ter SIE ou SIM. Tal obrigatoriedade foi estabelecida pela Lei n° 1.283/50 alterada pela Lei n° 7.889/90. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000404;BEBIDA ARTESANAL;" A fabricação de cachaça e cerveja artesanal obedece às mesmas normas de fabricação e comercialização das demais bebidas. 
  
Para obter mais informações sobre o registro de bebidas, o cidadão poderá verificar a Lei 8.918, de 14 de Julho de 1994 e o Decreto 6.871 de 04 de junho de 2009. 
  
Para verificar as informações e legislação sobre bebidas, tais como registro de estabelecimento e produto, comercialização, poderá acessar o site por meio do link: 
  
<a href=""http://www.agricultura.gov.br/assuntos/inspecao/produtos-vegetal/registro-de-estabelecimentos-e-produtos"" target=""_blank"" title=""http://www.agricultura.gov.br/assuntos/inspecao/produtos-vegetal/registro-de-estabelecimentos-e-produtos"">http://www.agricultura.gov.br/assuntos/inspecao/produtos-vegetal/registro-de-estabelecimentos-e-produtos</a> 
  
Demais esclarecimentos contatar a Superintendência Federal da Agricultura de seu Estado: 
 
<a href=""http://www.agricultura.gov.br/sfa"" target=""_blank"" title=""http://www.agricultura.gov.br/sfa"">http://www.agricultura.gov.br/sfa</a> ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000406;VALIDADE DO SIF;" Uma vez feita a concessão de SIF, não há prazo para o mesmo. Entretanto, a qualquer momento, o SIF pode ser cancelado, seja a pedido da empresa, ou por decisão do Ministério da Agricultura, Pecuária e Abastecimento. Caso seja questão é habilitação para algum mercado específico (no caso de exportação), há casos em que se determinam prazos. 
 
Demais informações, direcionar demanda para o 2° nível. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
